 First iteration    1976.6649280108629              834   2.3701018321473177     
After minimisation    1976.66   834     2.370

  Partial chi2s 
Dataset    1    444.75( +8.92)   377  HERA1+2 NCep 920                                
Dataset    2    138.36(******)   110  D0 pp jets                                      
Dataset    3     28.29( -0.20)    28  D0 Z rapidity 2007                              
Dataset    4     18.18( +0.00)    10  D0 W->mu nu lepton asymmetry ptl > 25 GeV       
Dataset    5     56.40( +0.00)    35  CMS Boson rapidity                              
Dataset    6      7.34( +0.02)    11  CMS electon Asymmetry rapidity                  
Dataset    7     13.02( +0.00)    11  CMS W muon asymmetry                            
Dataset    8    344.35(-13.73)   133  CMS inclusive jets 2011                         
Dataset    9     15.43( +1.14)    11  ATLAS W+ lepton pseudorapidity, 2010 data       
Dataset   10      8.80( +1.03)    11  ATLAS W- lepton pseudorapidity, 2010 data       
Dataset   11      8.68( -1.00)    13  ATLAS high mass DY mass 2011                    
Dataset   12     10.30( +0.34)     8  ATLAS low mass DY 2011                          
Dataset   13     14.77( +0.80)    16  ATLAS Jet data 0 <= |y| < 0.3 R=0.6             
Dataset   14      8.31( +0.10)    16  ATLAS Jet data 0.3 <= |y| < 0.8 R=0.6           
Dataset   15      6.02( +0.93)    16  ATLAS Jet data 0.8 <= |y| < 1.2 R=0.6           
Dataset   16      9.19( +0.41)    11  ATLAS W- lepton rapidity 2011                   
Dataset   17     13.75( +0.42)    11  ATLAS W+ lepton rapidity 2011                   
Dataset   18     10.15( -0.05)     6  ATLAS high mass CC Z rapidity 2011              

 Correlated Chi2    346.28483726206741     
 Log penalty Chi2    474.27019491799138     
 Systematic shifts          437
  
                                Name          Shift   +/-    Error          Type
    1  sysHZComb1001                          0.1223   +/-   0.9964        :N:M:D
    2  sysHZComb1002                         -0.1140   +/-   0.9969        :N:M:D
    3  sysHZComb1003                          0.1476   +/-   0.9948        :N:M:D
    4  sysHZComb1004                         -0.4547   +/-   0.9495        :N:M:D
    5  sysHZComb1005                          0.8338   +/-   0.8177        :N:M:D
    6  sysHZComb1006                         -0.8781   +/-   0.8037        :N:M:D
    7  sysHZComb1007                          0.1164   +/-   0.9983        :N:M:D
    8  sysHZComb1008                          0.0229   +/-   0.9986        :N:M:D
    9  sysHZComb1009                         -0.0159   +/-   1.0000        :N:M:D
   10  sysHZComb1010                         -0.1469   +/-   0.9974        :N:M:D
   11  sysHZComb1011                         -0.7846   +/-   0.9676        :N:M:D
   12  sysHZComb1012                          0.4354   +/-   0.9733        :N:M:D
   13  sysHZComb1013                         -0.6240   +/-   0.9630        :N:M:D
   14  sysHZComb1014                         -0.0336   +/-   0.9883        :N:M:D
   15  sysHZComb1015                         -0.0763   +/-   0.9641        :N:M:D
   16  sysHZComb1016                         -0.0663   +/-   0.9775        :N:M:D
   17  sysHZComb1017                         -0.2788   +/-   0.9718        :N:M:D
   18  sysHZComb1018                          0.7348   +/-   0.8979        :N:M:D
   19  sysHZComb1019                         -0.4517   +/-   0.9859        :N:M:D
   20  sysHZComb1020                         -0.3187   +/-   0.9825        :N:M:D
   21  sysHZComb1021                         -0.1307   +/-   0.9767        :N:M:D
   22  sysHZComb1022                          0.0928   +/-   0.9707        :N:M:D
   23  sysHZComb1023                          0.0115   +/-   0.9550        :N:M:D
   24  sysHZComb1024                         -0.1219   +/-   0.9962        :N:M:D
